"objtype","subtype","name","parent","pos_x","pos_y","pos_z","orient_x","orient_y","orient_z","orient_w","scale_x","scale_y","scale_z","hull_x","hull_y","hull_z","density","friction","bounce","colMask","colMsg","meshURI","diffuse_x","diffuse_y","diffuse_z","ambient","specular_x","specular_y","specular_z","shadowpower","range","constfall","linearfall","quadfall","cone_in","cone_out","power","cone_fall","shadow"
"mesh","staticmesh","in_c_path_3_cell_09",,-391.92,65.6,20.29,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_09.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_10",,-375.91,72.97,32.71,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_10.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_11",,-362.21,76.74,42.23,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_11.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_12",,-347,79.45,54.26,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_12.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_13",,-331.94,81.56,72.53,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_13.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_14",,-314.97,82.15,96.99,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_14.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_15",,-296.96,80.68,116.07,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_15.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_16",,-281.83,78.38,127.24,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_16.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_17",,-270.83,75.62,140.83,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_17.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_18",,-259.32,72,158.27,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_18.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_19",,-246.77,68.45,172.33,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_19.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_20",,-229.46,64.97,183.24,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_20.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_21",,-208.43,62.02,190.71,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_21.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_22",,-181.23,59.82,195.63,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_22.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_23",,-143.79,60.45,200.46,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_23.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_24",,-105.48,68.74,204.88,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_24.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_25",,-70.56,82.22,210.27,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_25.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_26",,-39.24,93.56,216.37,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_26.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_27",,-9.82,101.57,221.81,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_27.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_28",,16.93,105.29,224.69,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_28.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_29",,38.08,102.08,227.02,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_29.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_30",,54.27,94.01,229.48,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_30.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_31",,72.5,90.16,229.71,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_31.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_32",,96.58,90.55,226.79,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_32.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_33",,118.38,91.61,222.57,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_33.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_34",,132.72,92.47,219.45,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_34.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_35",,193.93,88.58,200.82,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_35.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_36",,253.66,86.67,179.52,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_36.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_37",,264.48,91.39,172.74,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_37.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_38",,274.1,95.42,165.81,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_38.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_39",,285.24,100.86,155.99,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_39.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_40",,295.79,104.02,144.03,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_40.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_41",,303.57,104.33,133.47,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_41.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_42",,315.27,99.56,111.2,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_42.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_43",,327.26,91.21,82.73,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_43.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_44",,334.39,85.46,61.66,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_44.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_45",,340.79,80.66,44.77,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_45.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_46",,354.67,72.93,22.31,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_46.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_47",,369.89,65.49,2.41,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_47.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_48",,386.5,59.31,-10.89,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_48.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_49",,405.16,52.66,-24.52,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_49.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_50",,416.59,48.6,-32.81,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_50.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_51",,425.63,44.85,-40.16,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_51.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_52",,434.18,41.23,-48.64,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_52.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_cell_53",,459.37,35.76,-105.92,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_cell_53.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","in_c_path_3_phy",,0,-0.2,0,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///in_c_path_3_phy.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_01",,583.97,34.27,-287.11,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_02",,557.66,18.8,-281.24,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_02.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_03",,584.77,61.31,-81.28,0,179.16,0,,2.25,2.25,2.25,0,0,0,0,0,0,0,0,"meru:///outer_island_03.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_03.1",,533.77,34.27,-326.62,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_03.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_04",,570.26,59.61,-330.31,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_04.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_05",,425.15,34.27,-290.49,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_05.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_06",,429.7,18.8,-309.74,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_06.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_07",,452.54,59.61,-357.73,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_07.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_08",,409.46,34.27,-315.9,0,180,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_08.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_09",,-279.95,51.57,305.48,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_09.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_10",,402.22,86.64,32.46,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_10.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_11",,-259.67,70.52,21.71,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_11.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_12",,78.15,147.86,213.27,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_12.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_13",,-411.91,113.03,-449.32,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_13.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_14",,-186.77,-57.88,158.95,0,0,0,,1.62,1.62,1.62,1,1,1,0,0,0,0,0,"meru:///outer_island_a_14.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_15",,766.43,104.13,271.6,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_15.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_16",,279.98,-36.16,121.84,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_16.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_17",,226.82,108.36,251.68,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_17.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","outer_island_a_18",,-379.76,122.78,79.31,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///outer_island_a_18.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_01",,-262.92,-9.4,326.17,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_02",,-82.89,158.26,290.72,37.89,-49.94,-120.14,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_02.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_03",,-118.55,140.13,315.12,0,0,-20,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_03.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_04",,-412.85,132.18,136.88,-40,-100,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_04.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_05",,-86.74,85.78,291.11,-20,30,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_05.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_06",,501.56,7.3,-202.95,33.68,104.64,-66.63,,0.89,0.89,0.89,0,0,0,0,0,0,0,0,"meru:///rock_a_06.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_06.1",,499.27,-82.87,92.32,26.77,121.46,-73.23,,1.29,1.29,1.29,1,1,1,0,0,0,0,0,"meru:///rock_a_06.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_07",,334.35,75.92,356.47,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_07.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_09",,-38.32,250.96,153.83,43.97,-26.73,-150.96,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_09.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_10",,296.85,169.55,-47.01,-25.47,-108.32,-133.22,,0.76,0.76,0.76,1,1,1,0,0,0,0,0,"meru:///rock_a_10.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_11",,383.54,80.79,-229.5,6.48,47.4,18.07,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_11.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_12",,898.8,180.73,-139.59,25,0,-55,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_12.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_13",,482.08,17.43,-167.95,-71.73,-54.57,-136.89,,1,1,1,0,0,0,0,0,0,0,0,"meru:///rock_a_13.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_13.1",,510.42,18.62,-167.95,17.15,-39.19,-97.46,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_13.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_14",,430.89,68.48,-417.03,0,0,-20,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_14.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_15",,585.62,-25.21,-210.98,35.52,0.75,-119.35,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_15.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_16",,508.84,-197.37,-231.11,-30.49,74.2,-17.6,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_16.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","rock_a_17",,476.88,-225.55,-220.39,35.52,0.75,-119.35,,1,1,1,1,1,1,0,0,0,0,0,"meru:///rock_a_17.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","sky_double_mito_gloomy_01_b_ddm",,-3.75,9.48,-0.92,2.06,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///sky_double_mito_gloomy_01_b_ddm.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","smoke_stack_a_01",,-183.55,-48.06,150.03,0,0,0,,0.98,0.98,0.98,0,0,0,0,0,0,0,0,"meru:///smoke_stack_a_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","smoke_stack_a_01.1",,-260.23,68.08,327.81,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///smoke_stack_a_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_02_04",,-413.41,112.4,-381.87,28.78,26.26,87.27,,0.72,0.72,0.72,0,0,0,0,0,0,0,0,"meru:///surreal_tree_02_04.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_02_04.1",,-414.76,112.4,-381.87,-6.48,-4.08,-8.27,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_tree_02_04.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_02_05",,-265.2,97.6,330.67,0,82.44,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_tree_02_05.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_02_05.1",,-390.8,130.16,87.05,0,-90.61,0,,0.43,0.43,0.43,0,0,0,0,0,0,0,0,"meru:///surreal_tree_02_05.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_02_05.2",,-394.08,126.25,81.85,4.32,-110.48,11.41,,0.6,0.6,0.6,0,0,0,0,0,0,0,0,"meru:///surreal_tree_02_05.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_02_06",,230.85,136.44,244.36,0,0,0,,0.26,0.26,0.26,0,0,0,0,0,0,0,0,"meru:///surreal_tree_02_06.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_stock_01",,767.35,349.93,263.74,87.19,11.34,88.45,,19.49,19.49,19.49,0,0,0,0,0,0,0,0,"meru:///surreal_tree_stock_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_tree_stock_01.1",,-918.46,208.97,-180.51,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_tree_stock_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_treebranch_01_07",,-189.42,-15.85,154.52,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_treebranch_01_07.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_treebranch_01_07.1",,84.28,164.16,212.45,0,0,0,,0.33,0.33,0.33,0,0,0,0,0,0,0,0,"meru:///surreal_treebranch_01_07.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_treebranch_01_10",,-187.58,-24.59,157.97,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_treebranch_01_10.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_treebranch_01_11",,285.69,-22.56,116.52,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_treebranch_01_11.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_treebranch_03_04",,-409.21,108.51,-378.24,-1.45,5.83,-8.93,,1.15,1.15,1.15,0,0,0,0,0,0,0,0,"meru:///surreal_treebranch_03_04.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_treebranch_03_05",,-412.99,108.51,-377.91,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_treebranch_03_05.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","surreal_treebranch_03_07",,-184.89,-15.51,149.98,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///surreal_treebranch_03_07.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","wall_test_01",,0.53,126.35,-43.19,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///wall_test_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","wall_unit_a_03",,0,53.54,-69.02,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///wall_unit_a_03.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","wall_unit_a_11",,0,75.32,-69.02,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,"meru:///wall_unit_a_11.mesh",,,,,,,,,,,,,,,,,
